Title,URL,Author,Average_rating,Rating,Reviews,Pages,Year,Series,Setting,Awards,Genres,Awards_no
"The Name of the Wind (The Kingkiller Chronicle, #1)",https://www.goodreads.com//book/show/186074.The_Name_of_the_Wind,Patrick Rothfuss,4.52,760066.0,43992.0,662.0,2007.0,1,,"[""Locus Award Nominee for Best First Novel and Best Fantasy Novel (2008), Compton Crook Award Nominee (2008), Grand Prix de l'Imaginaire Nominee for Roman étranger and Traduction (2010), ALA Alex Award (2008), The Quill Award for Science Fiction/Fantasy/Horror (2007)\n...more\nSakura Medal for High School Book (2009), Premio Ignotus Nominee for Mejor novela extranjera (Best Foreign Novel) (2010), Tähtifantasia Award Nominee (2011)""]","['Fantasy', ' Fiction', ' Fantasy']",8.0
The Thirteenth Tale,https://www.goodreads.com//book/show/40440.The_Thirteenth_Tale,Diane Setterfield,3.96,281505.0,23488.0,406.0,2006.0,0,"['Angelfield  United Kingdom', ' ']","['Dilys Award Nominee (2007), ALA Alex Award (2007), The Quill Award for Debut Author (2007)']","['Fiction', ' Mystery', ' Historical']",3.0
Bel Canto,https://www.goodreads.com//book/show/5826.Bel_Canto,Ann Patchett,3.93,248905.0,15616.0,318.0,2005.0,0,,"['Orange Prize for Fiction (2002), Book Sense Book of the Year Award for Paperback (2003), PEN/Faulkner Award for Fiction (2002), National Book Critics Circle Award Nominee for Fiction (2001), International Dublin Literary Award Nominee for Shortlist (2003)']","['Fiction', ' Contemporary', ' Literary Fiction']",5.0
The Amazing Adventures of Kavalier & Clay,https://www.goodreads.com//book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay,Michael Chabon,4.18,187461.0,11124.0,639.0,2001.0,0,"['Brooklyn', ' New York City', ' New York  United States', '    Prague Praha', '   Czech Republic', '    New York State  United States', '    …more New York City', ' New York  United States', '    Flatbush', ' Brooklyn', ' New York  United States', '    …less']","['Pulitzer Prize for Fiction (2001), PEN/Faulkner Award for Fiction Nominee (2001), Gaylactic Spectrum Award Nominee for Best Novel (2001), California Book Award for Fiction (Gold) (2000), Los Angeles Times Book Prize Nominee for Fiction (2000)\n...more\nNew York City Book Award for Fiction (2000), National Book Critics Circle Award Nominee for Fiction (2000)']","['Fiction', ' Historical', ' Novels']",7.0
The Devil in the White City,https://www.goodreads.com//book/show/21996.The_Devil_in_the_White_City,Erik Larson,3.98,557054.0,33915.0,,,0,"['Chicago', ' Illinois  United States', '    Illinois  United States', ' ']","['International Horror Guild Award for Nonfiction (2003), Book Sense Book of the Year Award Nominee (2004), Great Lakes Book Award Nominee for Nonfiction Shortlist (2003), Edgar Award for Best Fact Crime (2004), Washington State Book Award (2004)\n...more\nPacific Northwest Booksellers Association Award (2004), National Book Award Finalist for Nonfiction (2003), CWA Gold Dagger Award (2003)']","['Nonfiction', ' History', ' Crime']",8.0
"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",https://www.goodreads.com//book/show/37470.The_Other_Boleyn_Girl,Philippa Gregory,4.06,466157.0,16924.0,661.0,2003.0,1,"['Westminster Palace', ' London', ' England', ' 1521  United Kingdom', '    England']","[""Romantic Novel of the Year (RoNa's) Award (2002), Goodreads Choice Award Nominee for Fiction (2009)""]","['Historical', ' Fiction', ' Historical']",2.0
"Eragon (The Inheritance Cycle, #1)",https://www.goodreads.com//book/show/113436.Eragon,Christopher Paolini,3.91,1497188.0,22888.0,503.0,2005.0,1,['Alagaësia'],"[""Book Sense Book of the Year Award for Children's Literature (2004), Books I Loved Best Yearly (BILBY) Awards for Older Readers (2007), South Carolina Book Award for Young Adult Book (2006), Grand Canyon Reader Award for Teen Book (2006), Nene Award (2006)\n...more\nColorado Blue Spruce Young Adult Book Award (2005), Pennsylvania Young Readers' Choice Award for Grades 6-8 (2005), Rhode Island Teen Book Award (2005), Beehive Book Award for Young Adult Book (2005), Evergreen Teen Book Award (2006), Golden Archer Award for Middle/Junior High (2006), Soaring Eagle Book Award (2005), Pacific Northwest Library Association Young Reader's Choice Award for Intermediate (2006), Iowa Teen Award (2008), Eliot Rosewater Indiana High School Book Award (2006), Literaturpreis der Jury der jungen Leser for Kinderbuch (2005), Virginia Reader's Choice for Middle (2005), Missouri Gateway Readers Award for Young Adult (2006), Oklahoma Sequoyah Award for YA (2006), Rebecca Caudill Young Readers' Book Award (2006)""]","['Fantasy', ' Young Adult', ' Fiction']",20.0
Me Talk Pretty One Day,https://www.goodreads.com//book/show/4137.Me_Talk_Pretty_One_Day,David Sedaris,3.99,636741.0,17754.0,272.0,2001.0,0,"['Paris  France', '    Raleigh', ' North Carolina  United States', '    New York City', ' New York  United States', ' ']","['Lambda Literary Award for Humor (2001), Puddly Award for Humor (2001), Thurber Prize for American Humor (2001)']","['Nonfiction', ' Humor', ' Autobiography']",3.0
"A Storm of Swords (A Song of Ice and Fire, #3)",https://www.goodreads.com//book/show/62291.A_Storm_of_Swords,George R.R. Martin,4.53,686049.0,22520.0,1177.0,2003.0,1,['Westeros  Essos'],"['Hugo Award Nominee for Best Novel (2001), Nebula Award Nominee for Best Novel (2001), Locus Award for Best Fantasy Novel (2001), Geffen Award for Best Translated Fantasy Book (2002), Premio Ignotus (2006)\n...more\nPremi Ictineu for Millor novel·la traduïda (2013)']","['Fantasy', ' Fiction', ' Fantasy']",6.0
Snow Flower and the Secret Fan,https://www.goodreads.com//book/show/40873273-snow-flower-and-the-secret-fan,Lisa See,4.07,347893.0,18093.0,288.0,2005.0,0,"['Hunan  China', '    China']","['California Book Award for Fiction (Silver) (2005), Lincoln Award Nominee (2008), Asian/Pacific American Award for Literature for Adult Fiction Honor (2005)']","['Historical', ' Fiction', ' Cultural']",3.0
The Historian,https://www.goodreads.com//book/show/30236962-the-historian,Elizabeth Kostova,3.78,250706.0,16492.0,704.0,2005.0,0,"['Europe', ' 1974       Amsterdam', ' 1974  Netherlands', ' ']","['International Horror Guild Award Nominee for Best Novel (2005), Hopwood Award for Novel in-progress (2003), Book Sense Book of the Year Award for Best Adult Fiction (2006), The Quill Award for Debut Author of the Year (2005), Lord Ruthven Award for Fiction (2006)']","['Fiction', ' Historical', ' Fantasy']",5.0
"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",https://www.goodreads.com//book/show/6892870-the-girl-who-kicked-the-hornet-s-nest,Stieg Larsson,4.22,666748.0,29383.0,566.0,2010.0,1,"['Stockholm  Sweden', '    Gothenburg  Sweden', '    Sweden']","['Glass Key Award (2008), Audie Award for Thriller/Suspense (2011), Goodreads Choice Award for Mystery & Thriller and Nominee for Favorite Book (2010), LovelyBooks Leserpreis for Krimi (2009)']","['Fiction', ' Mystery', ' Thriller']",4.0
Cloud Atlas,https://www.goodreads.com//book/show/49628.Cloud_Atlas,David Mitchell,4.0,226432.0,19829.0,509.0,2004.0,0,"['Chatham Islands  New Zealand', '    Neerbeke', ' West Vlaanderen  Belgium', '    Buenas Yerbas  United States', '    …more London', ' England  United Kingdom', '    Seoul', ' South Korea  Korea', ' Republic of', '    Maui', ' Hawaii  United States', '    …less']","['Booker Prize Nominee (2004), Nebula Award Nominee for Best Novel (2004), Locus Award Nominee for Best SF Novel (2005), Arthur C. Clarke Award Nominee (2005), James Tait Black Memorial Prize Nominee for Fiction (2004)\n...more\nBritish Book Award for Best Read of the Year (2005), National Book Critics Circle Award Nominee for Fiction (2004), Geoffrey Faber Memorial Prize (2005), Tähtivaeltaja Award Nominee (2009), The Rooster -- The Morning News Tournament of Books (2005)']","['Fiction', ' Science Fiction', ' Fantasy']",10.0
"Uglies (Uglies, #1)",https://www.goodreads.com//book/show/24770.Uglies,Scott Westerfeld,3.85,581816.0,23952.0,425.0,2005.0,1,,"['Georgia Peach Book Award Nominee for Honor book (2008), Golden Duck Award for Young Adult (Hal Clement Award) (2006), Ditmar Award Nominee for Best Novel (2006), South Carolina Book Award Nominee for Young Adult Book Award (2008), Rhode Island Teen Book Award Nominee (2007)\n...more\nEliot Rosewater Indiana High School Book Award (2007), Lincoln Award (2007), Prix Et-lisez-moi (2009), Missouri Gateway Readers Award Nominee (2008)']","['Young Adult', ' Science Fiction', ' Science Fiction']",9.0
"Vampire Academy (Vampire Academy, #1)",https://www.goodreads.com//book/show/345627.Vampire_Academy,Richelle Mead,4.11,573921.0,22659.0,332.0,2007.0,1,"['Montana  United States', ' ']",[],"['Young Adult', ' Fantasy', ' Paranormal']",
Coraline,https://www.goodreads.com//book/show/17061.Coraline,Neil Gaiman,4.05,517668.0,22693.0,162.0,2006.0,0,['England'],"[""Bram Stoker Award for Best Work for Young Readers (2002), Hugo Award for Best Novella (2003), Nebula Award for Best Novella (2003), Locus Award for Best Young Adult Novel (2003), World Fantasy Award Nominee for Best Novella (2003)\n...more\nMythopoeic Fantasy Award Nominee for Children's Literature (2003), Dorothy Canfield Fisher Children's Book Award Nominee (2004), Child Magazine Best Book of the Year, Will Eisner Comic Industry Awards for Best Publication for Teens/Tweens (2009), Elizabeth Burr / Worzalla Award (2003), Premi Protagonista Jove Nominee for Categoria 13-14 anys (2004)""]","['Fantasy', ' Horror', ' Fiction']",11.0
The Graveyard Book,https://www.goodreads.com//book/show/2213661.The_Graveyard_Book,Neil Gaiman,4.13,460798.0,32756.0,307.0,2008.0,0,"['England  United Kingdom  Old Town  United Kingdom', ' ']","[""Hugo Award for Best Novel (2009), Newbery Medal (2009), Locus Award for Best Young Adult Novel (2009), World Fantasy Award Nominee for Best Novel (2009), Mythopoeic Fantasy Award Nominee for Children's Literature (2009)\n...more\nAudie Award for Audiobook of the Year (2009), Dorothy Canfield Fisher Children's Book Award Nominee (2010), Michigan Library Association Thumbs Up! Award Nominee (2009), Indies Choice Book Award for Best Indie Young Adult Buzz Book (Fiction): (2009), Amelia Elizabeth Walden Award Nominee (2009), British Fantasy Award Nominee for Best Novel (2009), CYBILS Award for Middle Grade Fantasy & Science Fiction (2008), Carnegie Medal (2010), Elizabeth Burr / Worzalla Award (2009), Premio El Templo de las Mil Puertas for Mejor novela extranjera independiente (2009), Rebecca Caudill Young Readers' Book Award Nominee (2013)""]","['Fantasy', ' Young Adult', ' Fiction']",16.0
Jonathan Strange & Mr Norrell,https://www.goodreads.com//book/show/14201.Jonathan_Strange_Mr_Norrell,Susanna Clarke,3.82,210816.0,14680.0,1006.0,2006.0,0,"['United Kingdom', ' 1806      ']","['Hugo Award for Best Novel (2005), Booker Prize Nominee for Longlist (2004), Nebula Award Nominee for Best Novel (2005), Locus Award for Best First Novel and Nominee for Best Fantasy Novel (2005), Guardian First Book Award Nominee (2004)\n...more\nWorld Fantasy Award for Best Novel (2005), Mythopoeic Fantasy Award for Adult Literature (2005), Book Sense Book of the Year Award for Adult Fiction (2005), British Fantasy Award Nominee for Best Novel (2005), Cena Akademie SFFH for Kniha roku (Book of the Year) (2007)']","['Fantasy', ' Fiction', ' Historical']",10.0
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,https://www.goodreads.com//book/show/1202.Freakonomics,Steven D. Levitt,3.98,741547.0,16803.0,320.0,2006.0,1,,"['Book Sense Book of the Year Award for Adult Nonfiction (2006), Financial Times and McKinsey Business Book of the Year Nominee for Shortlist (2005), The Quill Award for Business (2005)']","['Nonfiction', ' Economics', ' Business']",3.0
Nineteen Minutes,https://www.goodreads.com//book/show/14866.Nineteen_Minutes,Jodi Picoult,4.13,309868.0,16210.0,440.0,2007.0,0,"['New Hampshire  United States', ' ']","['Iowa High School Book Award (2010), Lincoln Award Nominee (2010), LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']","['Fiction', ' Contemporary', ' Womens Fiction']",3.0
Kafka on the Shore,https://www.goodreads.com//book/show/4929.Kafka_on_the_Shore,Haruki Murakami,4.13,330413.0,23424.0,467.0,2006.0,0,"['Takamatsu  Japan', ' ']","['World Fantasy Award for Best Novel (2006), Los Angeles Times Book Prize Nominee for Fiction (2005), Independent Foreign Fiction Prize Nominee for Longlist (2006), PEN Translation Prize for Philip Gabriel (2006), Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2005)\n...more\nTähtifantasia Award (2010), Βραβείο Βιβλίου Public for Μεταφρασμένο μυθιστόρημα της χρονιάς (Translator: Αργυρώ Μαντόγλου) (2016)']","['Fiction', ' Magical Realism', ' Fantasy']",7.0
Everything Is Illuminated,https://www.goodreads.com//book/show/256566.Everything_Is_Illuminated,Jonathan Safran Foer,3.89,169336.0,7961.0,276.0,2003.0,0,"['Ukraine  Trochenbrod  Ukraine', '    Odessa  Ukraine', '    …more Lviv  Ukraine', '    …less']","['New York Public Library Young Lions Fiction Award (2003), Guardian First Book Award (2002), PEN/Robert W. Bingham Prize (2004), William Saroyan International Prize for Writing for Fiction (2003), Corine Internationaler Buchpreis for Rolf Heyne Buchpreis (2003)']","['Fiction', ' Historical', ' Contemporary']",5.0
The Last Lecture,https://www.goodreads.com//book/show/2318271.The_Last_Lecture,Randy Pausch,4.25,314512.0,17576.0,206.0,2008.0,0,,['Audie Award for Biography/Memoir (2009)'],"['Nonfiction', ' Autobiography', ' Biography']",1.0
Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,https://www.goodreads.com//book/show/49436.Three_Cups_of_Tea,Greg Mortenson,3.65,334434.0,22202.0,349.0,2007.0,0,"['   Pakistan', ' ']","['Dayton Literary Peace Prize Nominee for Nonfiction (2007), Puddly Award for Nonfiction (2010), Montana Book Award Nominee (2006), Kiriyama Prize for Nonfiction (2007), One Book One San Diego (2008)']","['Nonfiction', ' Autobiography', ' Biography']",5.0
The Memory Keeper's Daughter,https://www.goodreads.com//book/show/10441.The_Memory_Keeper_s_Daughter,Kim Edwards,3.68,570169.0,19512.0,401.0,2006.0,0,"['Pittsburgh', ' Pennsylvania', ' 1970  United States', '    Lexington', ' Kentucky', ' 1964  United States', '    Paris', ' 1988  France', ' ']",[],"['Fiction', ' Contemporary', ' Adult Fiction']",
The Brief Wondrous Life of Oscar Wao,https://www.goodreads.com//book/show/297673.The_Brief_Wondrous_Life_of_Oscar_Wao,Junot Díaz,3.89,238189.0,19720.0,335.0,2007.0,0,"['Dominican Republic  Washington Heights', ' New York  United States', '    Paterson', ' New Jersey  United States', '    …more Rutgers University', ' New Brunswick', ' New Jersey United States', '   Santo Domingo  Dominican Republic', '    Baní  Dominican Republic', '    Samaná  Dominican Republic', '    Santiago', ' Dominican Republic  …less']","['Pulitzer Prize for Fiction (2008), Anisfield-Wolf Book Award (2008), Massachusetts Book Award for Fiction (2008), Los Angeles Times Book Prize Nominee for Fiction (2007), Dayton Literary Peace Prize for Fiction (2008)\n...more\nNational Book Critics Circle Award for Fiction (2007), Hurston/Wright Legacy Award for Fiction (2008), The Center for Fiction First Novel Prize (2007), International Dublin Literary Award Nominee (2009), The Rooster -- The Morning News Tournament of Books (2008)']","['Fiction', ' Contemporary', ' Magical Realism']",10.0
The Namesake,https://www.goodreads.com//book/show/33917.The_Namesake,Jhumpa Lahiri,3.99,241124.0,12301.0,291.0,2004.0,0,,"['Orange Prize Nominee for Fiction Longlist (2004), Los Angeles Times Book Prize Nominee for Fiction (2003)']","['Fiction', ' Cultural', ' Contemporary']",2.0
"Persepolis: The Story of a Childhood (Persepolis, #1)",https://www.goodreads.com//book/show/9516.Persepolis,Marjane Satrapi,4.24,167274.0,9383.0,153.0,2004.0,1,"['Iran', ' Islamic Republic of  Tehran', ' 1980  Iran', '    Persia']","[""Harvey Awards for Best US Edition of Foreign Material (2004), ALA Alex Award (2004), Prix du Festival d'Angoulême for Alph-art du coup de coeur (2001)""]","['Sequential Art', ' Nonfiction', ' Autobiography']",3.0
